,case_identifier,inputstate_2016,healthcov2_2,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
4606,55903580,Texas,,4-year,Married,"$100,000 - $119,999",
4607,55904702,Pennsylvania,,High school graduate,Widowed,"$10,000 - $19,999",Hillary Clinton
4608,55916852,Florida,,4-year,Married,"$100,000 - $119,999",Donald Trump
4609,55924844,Pennsylvania,,Post-grad,Married,"$70,000 - $79,999",Jill Stein
4610,55933241,Texas,,Post-grad,Married,"$60,000 - $69,999",Donald Trump
4611,55934801,New Jersey,,2-year,Married,"$60,000 - $69,999",Donald Trump
4612,55936097,California,,High school graduate,Widowed,"$10,000 - $19,999",Donald Trump
4613,55947713,Vermont,,Some college,Married,Prefer not to say,Donald Trump
4614,55951250,New York,,4-year,Married,"$100,000 - $119,999",Hillary Clinton
4615,55974104,California,,2-year,Married,"$100,000 - $119,999",Donald Trump
4616,55979885,Maryland,,4-year,Domestic partnership,"$60,000 - $69,999",Hillary Clinton
4617,55981664,New York,,Some college,Single,"$20,000 - $29,999",Hillary Clinton
4618,55983401,Minnesota,,2-year,Single,"Less than $10,000",Hillary Clinton
4619,55984502,Michigan,,High school graduate,Widowed,"$30,000 - $39,999",Donald Trump
4620,55988876,Ohio,,4-year,Married,"$80,000 - $99,999",
4621,55990394,Michigan,,4-year,Widowed,"$40,000 - $49,999",Hillary Clinton
4622,55992806,Texas,,Some college,Married,"$20,000 - $29,999",Hillary Clinton
4623,55995830,District of Columbia,,Post-grad,Single,"$60,000 - $69,999",Hillary Clinton
4624,56012261,Wisconsin,,4-year,Married,"$50,000 - $59,999",Donald Trump
4625,56025233,Washington,,4-year,Single,Prefer not to say,Hillary Clinton
4626,56029856,Iowa,,4-year,Single,"$40,000 - $49,999",Hillary Clinton
4627,56033258,Washington,,4-year,Widowed,"$40,000 - $49,999",Other
4628,56034935,Illinois,,High school graduate,Divorced,Prefer not to say,Donald Trump
4629,56064233,Texas,,High school graduate,Divorced,"$10,000 - $19,999",Hillary Clinton
4630,56066255,Maryland,,2-year,Married,"$120,000 - $149,999",Donald Trump
4631,56075561,Delaware,,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
4632,56078306,Texas,,High school graduate,Divorced,"$30,000 - $39,999",Donald Trump
4633,56080574,Texas,,Some college,Single,"$10,000 - $19,999",Hillary Clinton
4634,56086268,Arkansas,,Some college,Divorced,Prefer not to say,Donald Trump
4635,56096138,Texas,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
4636,56104580,Michigan,,4-year,Married,"$60,000 - $69,999",Hillary Clinton
4637,56106104,Illinois,,4-year,Single,"$70,000 - $79,999",Hillary Clinton
4638,56116748,Virginia,,High school graduate,Widowed,"$10,000 - $19,999",Donald Trump
4639,56116877,New York,,Post-grad,Divorced,"$50,000 - $59,999",Hillary Clinton
4640,56137379,California,,Some college,Widowed,"$50,000 - $59,999",Donald Trump
4641,56148596,Ohio,,Some college,Divorced,"$70,000 - $79,999",Hillary Clinton
4642,56151887,Florida,,High school graduate,Married,"$80,000 - $99,999",Donald Trump
4643,56152508,Texas,,High school graduate,Married,"$70,000 - $79,999",Donald Trump
4644,56182025,Florida,,High school graduate,Widowed,Prefer not to say,Donald Trump
4645,56184212,Georgia,,Some college,Married,"$50,000 - $59,999",Gary Johnson
4646,56195660,Washington,,Post-grad,Married,"$70,000 - $79,999",Donald Trump
4647,56198213,Florida,,Post-grad,Single,"$40,000 - $49,999",Hillary Clinton
4648,56206658,Pennsylvania,,Some college,Married,Prefer not to say,Donald Trump
4649,56207900,Florida,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4650,56208350,Washington,,High school graduate,Divorced,"$20,000 - $29,999",Donald Trump
4651,56210480,New York,,High school graduate,Divorced,"$20,000 - $29,999",Donald Trump
4652,56213438,Ohio,,Some college,Single,"$40,000 - $49,999",Hillary Clinton
4653,56214767,Oklahoma,,Post-grad,Single,"$50,000 - $59,999",Hillary Clinton
4654,56219597,Pennsylvania,,Some college,Married,"$20,000 - $29,999",Hillary Clinton
4655,56222684,Minnesota,,4-year,Married,"$60,000 - $69,999",
4656,56226758,California,,Post-grad,Married,"$250,000 - $349,999",Donald Trump
4657,56228687,Michigan,,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4658,56238152,Florida,,2-year,Married,"$30,000 - $39,999",Hillary Clinton
4659,56247224,Texas,,Some college,Married,"$60,000 - $69,999",Donald Trump
4660,56255696,Florida,,High school graduate,Married,"$80,000 - $99,999",Donald Trump
4661,56256836,Virginia,,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
4662,56258333,Nebraska,,High school graduate,Divorced,"$50,000 - $59,999",Donald Trump
4663,56261678,New York,,Some college,Married,"$70,000 - $79,999",Hillary Clinton
4664,56277371,Florida,,4-year,Married,"$50,000 - $59,999",Hillary Clinton
4665,56281319,New Jersey,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
4666,56293727,Virginia,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4667,56306441,New Mexico,,Some college,Married,"$80,000 - $99,999",Hillary Clinton
4668,56309132,Minnesota,,4-year,Single,"$80,000 - $99,999",Other
4669,56311067,Georgia,,2-year,Married,"$100,000 - $119,999",Hillary Clinton
4670,56314265,Kentucky,,High school graduate,Married,"$80,000 - $99,999",Donald Trump
4671,56333570,Pennsylvania,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
4672,56334737,Oregon,,Post-grad,Separated,"Less than $10,000",Donald Trump
4673,56344316,Texas,,Some college,Domestic partnership,Prefer not to say,Donald Trump
4674,56354402,Texas,,Some college,Married,"$120,000 - $149,999",Hillary Clinton
4675,56364287,California,,High school graduate,Married,"$70,000 - $79,999",Hillary Clinton
4676,56364935,Georgia,,4-year,Married,"$200,000 - $249,999",
4677,56367497,New Jersey,,4-year,Divorced,"$60,000 - $69,999",Hillary Clinton
4678,56373053,Texas,,Some college,Widowed,"$50,000 - $59,999",
4679,56373080,New Jersey,,High school graduate,Married,"$120,000 - $149,999",
4680,56378006,Iowa,,2-year,Married,"$60,000 - $69,999",Hillary Clinton
4681,56380040,Virginia,,Some college,Married,"$50,000 - $59,999",
4682,56384366,New York,,4-year,Divorced,Prefer not to say,Donald Trump
4683,56400104,Arizona,,Some college,Married,"$150,000 - $199,999",Hillary Clinton
4684,56430287,Tennessee,,High school graduate,Married,"$10,000 - $19,999",Donald Trump
4685,56437532,Wisconsin,,Some college,Married,"$30,000 - $39,999",Hillary Clinton
4686,56457635,Washington,,4-year,Married,"$100,000 - $119,999",Hillary Clinton
4687,56457866,Kentucky,,High school graduate,Divorced,"Less than $10,000",Other
4688,56465309,Illinois,,No HS,Divorced,"$150,000 - $199,999",Hillary Clinton
4689,56468138,Oregon,,2-year,Domestic partnership,"$150,000 - $199,999",Hillary Clinton
4690,56476619,California,,Post-grad,Married,"$60,000 - $69,999",Hillary Clinton
4691,56484860,Virginia,,2-year,Divorced,"$30,000 - $39,999",Donald Trump
4692,56487146,Texas,,4-year,Married,"$100,000 - $119,999",Donald Trump
4693,56506652,Utah,,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
4694,56525129,West Virginia,,High school graduate,Married,"$20,000 - $29,999",Donald Trump
4695,56528684,Massachusetts,,4-year,Married,"$100,000 - $119,999",Donald Trump
4696,56528771,California,,Some college,Married,Prefer not to say,Donald Trump
4697,56543648,Massachusetts,,High school graduate,Married,Prefer not to say,Donald Trump
4698,56551106,Idaho,,4-year,Divorced,"$70,000 - $79,999",Hillary Clinton
4699,56558735,Utah,,4-year,Married,"$80,000 - $99,999",Evan McMullin
4700,56568218,Arizona,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4701,56571509,New Jersey,,2-year,Divorced,"$60,000 - $69,999",Hillary Clinton
4702,56572820,Wisconsin,,4-year,Married,"$100,000 - $119,999",Hillary Clinton
4703,56577644,New York,,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4704,56584541,California,,No HS,Married,"$10,000 - $19,999",Hillary Clinton
4705,56593670,Texas,,2-year,Single,"$30,000 - $39,999",Hillary Clinton
4706,56593916,Nebraska,,Some college,Married,"$80,000 - $99,999",Donald Trump
4707,56609087,Colorado,,High school graduate,,Prefer not to say,Donald Trump
4708,56617091,California,,Post-grad,Married,"$350,000 - $499,999",Hillary Clinton
4709,56645135,Utah,,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
4710,56650436,Iowa,,2-year,Domestic partnership,"$40,000 - $49,999",Hillary Clinton
4711,56654981,Virginia,,Some college,Married,"$80,000 - $99,999",Hillary Clinton
4712,56657177,Illinois,,4-year,Married,"$100,000 - $119,999",Donald Trump
4713,56666120,New Mexico,,4-year,Divorced,"$30,000 - $39,999",Donald Trump
4714,56674952,North Carolina,,Some college,Married,Prefer not to say,Other
4715,56683421,Georgia,,Post-grad,Domestic partnership,"$120,000 - $149,999",Donald Trump
4716,56685401,Indiana,,Some college,Married,"$80,000 - $99,999",Hillary Clinton
4717,56689880,Colorado,,4-year,Married,"$50,000 - $59,999",Donald Trump
4718,56697536,Maryland,,Post-grad,Married,"$60,000 - $69,999",Hillary Clinton
4719,56699810,Indiana,,Some college,Married,Prefer not to say,Hillary Clinton
4720,56705720,Colorado,,Some college,Married,"$60,000 - $69,999",Hillary Clinton
4721,56733932,Minnesota,,Some college,Married,"$30,000 - $39,999",Hillary Clinton
4722,56739656,Texas,,Post-grad,Married,"$150,000 - $199,999",Donald Trump
4723,56743982,California,,Some college,Divorced,Prefer not to say,Hillary Clinton
4724,56744117,Ohio,,4-year,Married,"$70,000 - $79,999",Hillary Clinton
4725,56745512,California,,Post-grad,Married,Prefer not to say,Hillary Clinton
4726,56751074,California,,4-year,Married,"$80,000 - $99,999",Did not vote for President
4727,56756318,Colorado,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4728,56762039,California,,Some college,Married,"$120,000 - $149,999",Hillary Clinton
4729,56780918,Tennessee,,4-year,Widowed,"$60,000 - $69,999",Gary Johnson
4730,56785604,New Jersey,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
4731,56785613,New Jersey,,Post-grad,Single,"$80,000 - $99,999",Donald Trump
4732,56785697,New York,,2-year,Single,"$20,000 - $29,999",Hillary Clinton
4733,56796485,Utah,,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4734,56803274,Massachusetts,,High school graduate,Domestic partnership,"$20,000 - $29,999",Donald Trump
4735,56803418,Virginia,,Some college,Married,"$50,000 - $59,999",Hillary Clinton
4736,56804063,Pennsylvania,,High school graduate,Single,"$20,000 - $29,999",Donald Trump
4737,56809463,Oklahoma,,High school graduate,Married,"$70,000 - $79,999",Donald Trump
4738,56810585,Idaho,,2-year,Widowed,"$40,000 - $49,999",Donald Trump
4739,56817101,Texas,,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
4740,56817515,Pennsylvania,,High school graduate,Separated,"$20,000 - $29,999",
4741,56818766,New York,,High school graduate,Widowed,"$20,000 - $29,999",Hillary Clinton
4742,56822858,Ohio,,High school graduate,Divorced,"Less than $10,000",Hillary Clinton
4743,56830958,Oklahoma,,4-year,Married,"$120,000 - $149,999",Hillary Clinton
4744,56840264,Pennsylvania,,Some college,Divorced,"$10,000 - $19,999",Donald Trump
4745,56841026,California,,4-year,Separated,"$40,000 - $49,999",Hillary Clinton
4746,56860406,Florida,,High school graduate,Married,Prefer not to say,Hillary Clinton
4747,56860580,Oregon,,Some college,Divorced,"$10,000 - $19,999",Hillary Clinton
4748,56863172,New York,,2-year,Widowed,"Less than $10,000",Hillary Clinton
4749,56870936,Ohio,,High school graduate,Divorced,"$40,000 - $49,999",Hillary Clinton
4750,56875970,South Dakota,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
4751,56876240,Nebraska,,Post-grad,Married,"$150,000 - $199,999",Donald Trump
4752,56880842,North Carolina,,Post-grad,Married,"$70,000 - $79,999",Donald Trump
4753,56897063,Kentucky,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4754,56906015,New Hampshire,,Some college,Married,"$100,000 - $119,999",Hillary Clinton
4755,56910608,Virginia,,2-year,Single,"$30,000 - $39,999",Hillary Clinton
4756,56919803,Massachusetts,,High school graduate,Married,"$100,000 - $119,999",Donald Trump
4757,56920505,New York,,High school graduate,Widowed,"$40,000 - $49,999",Donald Trump
4758,56929787,New York,,2-year,Married,"$10,000 - $19,999",Hillary Clinton
4759,56930273,North Carolina,,4-year,Married,"$40,000 - $49,999",Donald Trump
4760,56949059,New York,,High school graduate,Married,"$20,000 - $29,999",Hillary Clinton
4761,56951228,California,,2-year,Widowed,"$30,000 - $39,999",Did not vote for President
4762,56951267,California,,Some college,Single,"$10,000 - $19,999",
4763,56957780,Arizona,,Some college,Married,"$70,000 - $79,999",Donald Trump
4764,56960741,Wisconsin,,High school graduate,Married,"$60,000 - $69,999",
4765,56963639,North Carolina,,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4766,56964365,Pennsylvania,,High school graduate,Divorced,"$10,000 - $19,999",
4767,56965895,New York,,Some college,Married,"$40,000 - $49,999",Donald Trump
4768,56967650,Minnesota,,Some college,Married,"$50,000 - $59,999",Donald Trump
4769,56968589,North Carolina,,2-year,Domestic partnership,"$80,000 - $99,999",Donald Trump
4770,56969756,Florida,,High school graduate,Single,Prefer not to say,Donald Trump
4771,56972981,Florida,,High school graduate,Divorced,"$20,000 - $29,999",Donald Trump
4772,56974115,California,,4-year,Domestic partnership,"$30,000 - $39,999",Hillary Clinton
4773,56975273,North Carolina,,Post-grad,Married,"$70,000 - $79,999",Hillary Clinton
4774,56977445,Illinois,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4775,56977457,California,,4-year,Married,"$30,000 - $39,999",Donald Trump
4776,56977838,Texas,,Post-grad,Married,"$80,000 - $99,999",
4777,56982671,West Virginia,,High school graduate,Widowed,"Less than $10,000",Donald Trump
4778,56985185,Florida,,Some college,Married,"$30,000 - $39,999",Donald Trump
4779,56985401,Massachusetts,,High school graduate,Single,"$30,000 - $39,999",Hillary Clinton
4780,56986049,Indiana,,Some college,Widowed,"$20,000 - $29,999",Hillary Clinton
4781,56987876,New Jersey,,High school graduate,Married,"$40,000 - $49,999",Hillary Clinton
4782,56989955,Florida,,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4783,57007391,New York,,4-year,Married,"$70,000 - $79,999",Donald Trump
4784,57018938,California,,High school graduate,Divorced,"$80,000 - $99,999",Hillary Clinton
4785,57026930,California,,4-year,Married,"$150,000 or more",Other
4786,57036929,Kentucky,,Some college,Married,Prefer not to say,Donald Trump
4787,57041498,Florida,,4-year,Single,"$80,000 - $99,999",Hillary Clinton
4788,57054617,Idaho,,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4789,57062600,Wisconsin,,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4790,57065573,Missouri,,2-year,Widowed,"$30,000 - $39,999",Hillary Clinton
4791,57084296,New York,,Some college,Married,"$100,000 - $119,999",Donald Trump
4792,57090305,California,,Post-grad,Divorced,"$10,000 - $19,999",Jill Stein
4793,57095468,Wisconsin,,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
4794,57098762,Michigan,,High school graduate,Widowed,"$10,000 - $19,999",Donald Trump
4795,57098960,Missouri,,4-year,Married,"$100,000 - $119,999",Hillary Clinton
4796,57104258,New York,,4-year,Married,Prefer not to say,Other
4797,57104438,Minnesota,,2-year,Divorced,"Less than $10,000",Donald Trump
4798,57106715,Pennsylvania,,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4799,57110606,Virginia,,4-year,Married,"$40,000 - $49,999",
4800,57116669,Michigan,,Some college,Divorced,"$40,000 - $49,999",Hillary Clinton
4801,57130691,Michigan,,High school graduate,Divorced,"$20,000 - $29,999",
4802,57150410,New Jersey,,Post-grad,Divorced,"$120,000 - $149,999",Donald Trump
4803,57152183,Rhode Island,,Some college,Single,"Less than $10,000",Hillary Clinton
4804,57155981,Georgia,,Some college,Widowed,"$50,000 - $59,999",Hillary Clinton
4805,57156872,Oregon,,4-year,Married,"$20,000 - $29,999",Donald Trump
4806,57164885,Indiana,,4-year,Married,"$30,000 - $39,999",Other
4807,57166799,Mississippi,,Some college,Single,"$20,000 - $29,999",Hillary Clinton
4808,57167675,New York,,Post-grad,Married,"$100,000 - $119,999",Hillary Clinton
4809,57168098,Illinois,,4-year,Married,"$120,000 - $149,999",Jill Stein
4810,57188633,Washington,,4-year,Domestic partnership,"$150,000 - $199,999",Gary Johnson
4811,57190145,Georgia,,Post-grad,Married,"$50,000 - $59,999",Hillary Clinton
4812,57192869,Ohio,,High school graduate,Widowed,"$20,000 - $29,999",Hillary Clinton
4813,57193955,South Carolina,,4-year,Divorced,"$40,000 - $49,999",Donald Trump
4814,57195809,Iowa,,Post-grad,Married,"$120,000 - $149,999",Donald Trump
4815,57196049,Illinois,,High school graduate,Married,"$70,000 - $79,999",Hillary Clinton
4816,57203705,Michigan,,Some college,Married,"$60,000 - $69,999",Donald Trump
4817,57204935,Illinois,,High school graduate,Single,Prefer not to say,Hillary Clinton
4818,57206501,Washington,,Some college,Married,"$40,000 - $49,999",
4819,57216410,Michigan,,High school graduate,Divorced,"$20,000 - $29,999",Donald Trump
4820,57224192,Minnesota,,2-year,Married,"$50,000 - $59,999",Gary Johnson
4821,57234980,Massachusetts,,High school graduate,Single,"$20,000 - $29,999",Hillary Clinton
4822,57238409,Texas,,Post-grad,Single,"$50,000 - $59,999",Hillary Clinton
4823,57248246,Georgia,,4-year,Married,"$80,000 - $99,999",Donald Trump
4824,57253271,California,,Some college,Married,"$50,000 - $59,999",Other
4825,57258248,Alabama,,2-year,Married,"$30,000 - $39,999",Other
4826,57264254,Kentucky,,Post-grad,Married,Prefer not to say,Hillary Clinton
4827,57275189,Minnesota,,High school graduate,Divorced,"$10,000 - $19,999",Hillary Clinton
4828,57280040,Texas,,Some college,Married,"$80,000 - $99,999",Donald Trump
